year,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,portfolio_return
2021,4.60698551818545,2.1134028434382266,4.389568126746324,5.358878973499377,8.193158017237339,5.397031480347398,7.390471966316042,4.201718929813346,9.778014648461571,15.06499574731222,4.99159145750845
2022,2.6712920494349945,0.8478162506651111,-3.2981292333262595,-3.1503114603770914,-3.835076958044645,-3.998811682804825,-3.531702986147789,-4.570152904911037,-0.6149252296782699,1.762165551614242,-1.0063207938799021
2023,0.9163060160077477,0.9462664973958606,0.8160348390332963,4.053523333750672,3.4509888529162147,3.270270767908339,1.9515718481706932,6.181213548305984,0.8031675562989881,0.9628155422143196,0.7916594522006023
2024,4.630117463221576,3.786070038018066,8.280141759856468,5.230719514234836,4.432092761689444,4.1347123951463844,4.1087696373242055,2.0937745083705286,0.8846298691016617,3.045102932153548,-2.9486929570952505
