date,binary_target_cash_operations,proba_class_0,proba_class_1,margin_proba,window,cid
2023-05-18,1,0.023284078,0.9767159,0.95343184,2019-2024,SP-034910
2023-08-03,1,0.08776504,0.91223496,0.8244699,2019-2024,SP-034910
2023-11-02,1,0.08830482,0.9116952,0.82339036,2019-2024,SP-034910
2024-02-08,0,0.43347406,0.56652594,0.13305187,2019-2024,SP-034910
2023-03-15,1,0.039328218,0.9606718,0.92134356,2019-2024,SP-035048
2023-05-09,1,0.10209924,0.89790076,0.7958015,2019-2024,SP-035048
2023-08-09,1,0.16355735,0.83644265,0.6728853,2019-2024,SP-035048
2023-11-14,1,0.26528794,0.73471206,0.46942413,2019-2024,SP-035048
2023-02-21,0,0.9495754,0.050424546,-0.89915085,2019-2024,SP-035612
2023-02-23,0,0.93756145,0.062438525,-0.8751229,2019-2024,SP-035612
2023-04-27,0,0.72100925,0.27899075,-0.4420185,2019-2024,SP-035612
2023-04-28,0,0.76943576,0.2305642,-0.5388715,2019-2024,SP-035612
2023-07-26,0,0.63913256,0.36086744,-0.27826512,2019-2024,SP-035612
2023-07-28,0,0.7267929,0.27320713,-0.45358574,2019-2024,SP-035612
2023-11-01,1,0.42825776,0.57174224,0.14348447,2019-2024,SP-035612
2023-11-03,1,0.5726455,0.4273545,-0.14529097,2019-2024,SP-035612
2023-03-09,1,0.9584286,0.04157135,-0.91685724,2019-2024,SP-035743
2023-05-11,1,0.90461403,0.09538597,-0.80922806,2019-2024,SP-035743
2023-08-10,1,0.89302856,0.10697146,-0.7860571,2019-2024,SP-035743
2023-11-09,1,0.58436644,0.41563353,-0.16873291,2019-2024,SP-035743
2023-02-21,1,0.9128426,0.08715744,-0.82568514,2019-2024,SP-035957
2023-05-09,1,0.22117174,0.77882826,0.5576565,2019-2024,SP-035957
2023-08-08,1,0.41764957,0.58235043,0.16470087,2019-2024,SP-035957
2023-11-07,1,0.29839647,0.70160353,0.40320706,2019-2024,SP-035957
2023-02-13,0,0.9195076,0.08049237,-0.83901525,2019-2024,SP-036737
2023-05-10,0,0.70597726,0.29402274,-0.41195452,2019-2024,SP-036737
2023-09-13,0,0.3680185,0.6319815,0.26396298,2019-2024,SP-036737
2023-10-30,0,0.2694844,0.7305156,0.4610312,2019-2024,SP-036737
2023-03-08,0,0.53470695,0.46529302,-0.06941393,2019-2024,SP-036995
2023-05-10,0,0.35919654,0.64080346,0.2816069,2019-2024,SP-036995
2023-08-09,1,0.30898476,0.69101524,0.3820305,2019-2024,SP-036995
2023-11-07,0,0.3576262,0.6423738,0.2847476,2019-2024,SP-036995
2023-02-28,0,0.87261856,0.12738143,-0.7452371,2019-2024,SP-037248
2023-05-01,0,0.98815966,0.011840329,-0.9763193,2019-2024,SP-037248
2023-07-31,0,0.9907412,0.00925879,-0.9814824,2019-2024,SP-037248
2023-10-30,0,0.9354838,0.06451622,-0.8709676,2019-2024,SP-037248
2023-05-04,1,0.15966165,0.84033835,0.6806767,2019-2024,SP-037775
2023-08-04,1,0.33680063,0.66319937,0.32639873,2019-2024,SP-037775
2023-11-03,1,0.34915072,0.6508493,0.30169857,2019-2024,SP-037775
2024-02-09,0,0.4580418,0.5419582,0.083916426,2019-2024,SP-037775
2023-03-22,0,0.96691966,0.033080313,-0.9338393,2019-2024,SP-038424
2023-05-10,0,0.9714207,0.028579295,-0.9428414,2019-2024,SP-038424
2023-08-09,0,0.9837774,0.016222594,-0.9675548,2019-2024,SP-038424
2023-11-08,0,0.98462373,0.0153762605,-0.96924746,2019-2024,SP-038424
2023-03-21,0,0.40973747,0.59026253,0.18052506,2019-2024,SP-038531
2023-05-09,0,0.37832797,0.62167203,0.24334407,2019-2024,SP-038531
2023-08-14,0,0.7793045,0.2206955,-0.558609,2019-2024,SP-038531
2023-03-23,0,0.35158026,0.64841974,0.29683948,2019-2024,SP-038560
2023-05-12,0,0.40756053,0.5924395,0.18487895,2019-2024,SP-038560
2023-08-11,0,0.69920427,0.30079573,-0.39840853,2019-2024,SP-038560
2023-11-08,1,0.57593405,0.42406598,-0.15186808,2019-2024,SP-038560
2023-03-09,0,0.9883696,0.011630426,-0.97673917,2019-2024,SP-038710
2023-03-10,0,0.6435984,0.35640162,-0.28719676,2019-2024,SP-038773
2023-05-09,0,0.7029265,0.29707345,-0.40585306,2019-2024,SP-038773
2023-08-03,1,0.42648637,0.5735136,0.14702725,2019-2024,SP-038773
2023-11-07,1,0.25702924,0.74297076,0.48594153,2019-2024,SP-038773
2023-03-23,0,0.7939491,0.20605084,-0.58789825,2019-2024,SP-038853
2023-05-12,0,0.6201383,0.3798617,-0.24027658,2019-2024,SP-038853
2023-08-04,0,0.523914,0.47608605,-0.04782793,2019-2024,SP-038853
2023-11-08,1,0.29434043,0.70565957,0.41131914,2019-2024,SP-038853
2023-02-14,1,0.46140254,0.53859746,0.07719493,2019-2024,SP-038876
2023-06-08,0,0.57526857,0.42473143,-0.15053713,2019-2024,SP-038876
2023-08-01,0,0.32530212,0.6746979,0.34939575,2019-2024,SP-038876
2023-10-24,0,0.7346342,0.26536578,-0.46926844,2019-2024,SP-038876
2023-03-07,1,0.89960337,0.10039661,-0.79920673,2019-2024,SP-039092
2023-05-09,1,0.90597445,0.09402557,-0.8119489,2019-2024,SP-039092
2023-08-08,1,0.2651162,0.7348838,0.46976757,2019-2024,SP-039092
2023-11-07,1,0.5888492,0.41115084,-0.17769834,2019-2024,SP-039092
2023-08-10,1,0.8158213,0.18417871,-0.6316426,2019-2024,SP-039424
2023-11-09,1,0.29171097,0.708289,0.41657805,2019-2024,SP-039424
2023-03-23,0,0.97817105,0.021828977,-0.9563421,2019-2024,SP-039851
2023-05-10,1,0.8099263,0.19007373,-0.61985254,2019-2024,SP-039851
2023-08-03,1,0.915845,0.08415504,-0.83168995,2019-2024,SP-039851
2023-11-08,0,0.791029,0.208971,-0.58205795,2019-2024,SP-039851
2023-03-22,1,0.043943405,0.9560566,0.9121132,2019-2024,SP-039929
2023-05-09,0,0.39837867,0.6016213,0.20324266,2019-2024,SP-039929
2023-08-10,0,0.27288878,0.7271112,0.45422244,2019-2024,SP-039929
2023-11-07,0,0.2930473,0.7069527,0.41390538,2019-2024,SP-039929
2023-12-05,0,0.9839464,0.016053643,-0.96789277,2019-2024,SP-040068
2023-05-11,1,0.66062784,0.33937213,-0.3212557,2019-2024,SP-040290
2023-08-03,1,0.41881806,0.58118194,0.16236389,2019-2024,SP-040290
2023-11-09,1,0.90050524,0.09949477,-0.8010105,2019-2024,SP-040290
2023-05-30,0,0.7994898,0.20051019,-0.5989796,2019-2024,SP-040291
2023-08-08,0,0.5546571,0.44534293,-0.10931417,2019-2024,SP-040291
2023-11-06,0,0.57339585,0.42660418,-0.14679167,2019-2024,SP-040291
2024-02-05,0,0.3773014,0.6226986,0.24539721,2019-2024,SP-040291
2023-05-03,0,0.7282814,0.27171862,-0.45656276,2019-2024,SP-040530
2023-08-03,0,0.37258947,0.62741053,0.25482106,2019-2024,SP-040530
2023-11-02,0,0.08194035,0.91805965,0.8361193,2019-2024,SP-040530
2023-05-02,0,0.9106139,0.08938608,-0.8212278,2019-2024,SP-040590
2023-08-02,0,0.98310083,0.016899148,-0.96620166,2019-2024,SP-040590
2023-11-08,0,0.99323523,0.0067647398,-0.98647046,2019-2024,SP-040590
2023-08-02,1,0.037822902,0.9621771,0.9243542,2019-2024,SP-040605
2023-11-01,1,0.042894065,0.95710593,0.91421187,2019-2024,SP-040605
2023-09-01,0,0.04070294,0.95929706,0.9185941,2019-2024,SP-041817
2023-05-04,0,0.24948609,0.7505139,0.5010278,2019-2024,SP-061870
2023-08-03,1,0.33926553,0.6607345,0.32146895,2019-2024,SP-061870
2023-11-02,1,0.21933079,0.7806692,0.5613384,2019-2024,SP-061870
2024-02-01,0,0.2891307,0.7108693,0.42173862,2019-2024,SP-061870
2023-03-22,1,0.30621386,0.69378614,0.3875723,2019-2024,SP-061955
2023-06-21,0,0.18127191,0.8187281,0.6374562,2019-2024,SP-061955
2023-09-27,1,0.3659891,0.6340109,0.26802182,2019-2024,SP-061955
2024-01-24,0,0.72199297,0.27800706,-0.4439859,2019-2024,SP-061955
2023-02-16,0,0.15821397,0.841786,0.68357205,2019-2024,SP-062337
2023-05-11,0,0.1187709,0.8812291,0.7624582,2019-2024,SP-062337
2023-08-10,1,0.10168266,0.89831734,0.7966347,2019-2024,SP-062337
2023-11-09,1,0.039744377,0.9602556,0.92051125,2019-2024,SP-062337
2023-03-15,0,0.5094272,0.49057284,-0.01885435,2019-2024,SP-062723
2023-05-08,0,0.29148483,0.70851517,0.41703033,2019-2024,SP-062723
2023-08-03,1,0.35869658,0.6413034,0.28260684,2019-2024,SP-062723
2023-11-02,1,0.11765444,0.88234556,0.7646911,2019-2024,SP-062723
2023-03-09,0,0.84340286,0.15659715,-0.6868057,2019-2024,SP-063476
2023-06-12,1,0.10807592,0.8919241,0.78384817,2019-2024,SP-063476
2023-09-07,1,0.11682814,0.88317186,0.7663437,2019-2024,SP-063476
2023-12-14,1,0.85693985,0.14306016,-0.7138797,2019-2024,SP-063476
2023-03-16,1,0.1007005,0.8992995,0.798599,2019-2024,SP-064072
2023-05-15,1,0.5595451,0.4404549,-0.1190902,2019-2024,SP-064072
2023-08-14,1,0.6737638,0.3262362,-0.34752762,2019-2024,SP-064072
2023-11-14,0,0.8809437,0.1190563,-0.76188743,2019-2024,SP-064072
2023-02-22,1,0.9772809,0.02271909,-0.9545618,2019-2024,SP-064107
2023-05-11,1,0.87252975,0.12747028,-0.7450595,2019-2024,SP-064107
2023-11-09,0,0.9969917,0.0030083288,-0.9939834,2019-2024,SP-064107
2023-05-24,1,0.30203712,0.6979629,0.39592576,2019-2024,SP-064492
2023-08-10,1,0.56142026,0.43857974,-0.12284052,2019-2024,SP-064492
2023-11-13,0,0.73129284,0.2687072,-0.46258566,2019-2024,SP-064492
2024-02-07,0,0.20335943,0.7966406,0.59328115,2019-2024,SP-064492
2023-05-10,1,0.8058045,0.19419554,-0.611609,2019-2024,SP-064624
2023-08-11,1,0.90713614,0.09286387,-0.8142723,2019-2024,SP-064624
2023-12-13,0,0.8523556,0.14764442,-0.7047112,2019-2024,SP-064624
2024-02-08,0,0.54817796,0.45182204,-0.096355915,2019-2024,SP-064624
2023-02-23,0,0.8275316,0.17246845,-0.65506315,2019-2024,SP-064625
2023-05-09,0,0.87727356,0.122726455,-0.7545471,2019-2024,SP-064625
2023-08-10,0,0.8469081,0.15309188,-0.6938162,2019-2024,SP-064625
2023-11-09,0,0.47300923,0.5269908,0.053981543,2019-2024,SP-064625
2023-03-15,1,0.9579017,0.042098254,-0.91580343,2019-2024,SP-064655
2023-06-27,1,0.83653647,0.16346353,-0.67307293,2019-2024,SP-064655
2023-09-06,0,0.8626878,0.1373122,-0.72537565,2019-2024,SP-064655
2023-11-28,1,0.6456576,0.3543424,-0.2913152,2019-2024,SP-064655
2023-05-01,1,0.09387934,0.90612066,0.8122413,2019-2024,SP-064686
2023-06-08,1,0.22357976,0.77642024,0.5528405,2019-2024,SP-064686
2023-09-07,1,0.18576747,0.8142325,0.62846506,2019-2024,SP-064686
2023-12-11,1,0.3195867,0.6804133,0.3608266,2019-2024,SP-064686
2023-03-09,0,0.35311145,0.64688855,0.2937771,2019-2024,SP-064775
2023-05-10,1,0.2523731,0.7476269,0.4952538,2019-2024,SP-064775
2023-08-09,1,0.4389338,0.5610662,0.12213242,2019-2024,SP-064775
2023-11-08,1,0.2909754,0.7090246,0.41804922,2019-2024,SP-064775
2023-02-22,1,0.78765327,0.21234675,-0.57530653,2019-2024,SP-064803
2023-05-12,1,0.71405625,0.28594372,-0.42811254,2019-2024,SP-064803
2023-08-03,1,0.73399967,0.26600033,-0.46799934,2019-2024,SP-064803
2023-11-08,0,0.49936593,0.5006341,0.0012681484,2019-2024,SP-064803
2023-03-02,1,0.73355526,0.26644474,-0.4671105,2019-2024,SP-065441
2023-05-04,1,0.7905008,0.2094992,-0.58100164,2019-2024,SP-065441
2023-08-09,1,0.66789615,0.33210382,-0.33579233,2019-2024,SP-065441
2023-11-08,1,0.57942426,0.4205757,-0.15884855,2019-2024,SP-065441
2023-06-08,1,0.5219863,0.4780137,-0.04397261,2019-2024,SP-065613
2023-08-10,0,0.7186938,0.2813062,-0.4373876,2019-2024,SP-065613
2023-11-09,1,0.380175,0.619825,0.23965001,2019-2024,SP-065613
2024-02-08,0,0.93083364,0.06916638,-0.8616673,2019-2024,SP-065613
2023-02-16,1,0.48774564,0.51225436,0.024508715,2019-2024,SP-065614
2023-05-09,0,0.7497356,0.2502644,-0.4994712,2019-2024,SP-065614
2023-08-03,0,0.6219166,0.3780834,-0.24383318,2019-2024,SP-065614
2023-11-07,0,0.9646081,0.03539192,-0.92921615,2019-2024,SP-065614
2023-02-15,0,0.11394006,0.88605994,0.7721199,2019-2024,SP-065632
2023-04-26,0,0.11379945,0.88620055,0.7724011,2019-2024,SP-065632
2023-07-27,0,0.029499829,0.9705002,0.94100034,2019-2024,SP-065632
2023-10-25,0,0.088404834,0.91159517,0.82319033,2019-2024,SP-065632
2023-02-23,0,0.98236084,0.01763913,-0.9647217,2019-2024,SP-065744
2023-05-10,0,0.958943,0.04105697,-0.917886,2019-2024,SP-065744
2023-08-09,0,0.9830599,0.016940095,-0.96611977,2019-2024,SP-065744
2023-11-08,0,0.9956073,0.004392662,-0.99121463,2019-2024,SP-065744
2023-03-09,0,0.94183195,0.058168054,-0.8836639,2019-2024,SP-065955
2023-05-11,1,0.7009976,0.29900244,-0.40199515,2019-2024,SP-065955
2023-08-10,0,0.97777957,0.022220459,-0.95555913,2019-2024,SP-065955
2023-11-09,1,0.99608785,0.0039121527,-0.9921757,2019-2024,SP-065955
2023-03-30,1,0.11910707,0.88089293,0.76178586,2019-2024,SP-065986
2023-03-31,1,0.058503807,0.9414962,0.8829924,2019-2024,SP-065986
2023-06-28,1,0.67302513,0.3269749,-0.34605023,2019-2024,SP-065986
2023-06-29,1,0.7396873,0.26031268,-0.47937465,2019-2024,SP-065986
2023-09-28,1,0.7291567,0.27084333,-0.45831335,2019-2024,SP-065986
2023-09-29,1,0.68036747,0.3196325,-0.36073497,2019-2024,SP-065986
2023-12-20,0,0.45859134,0.54140866,0.082817316,2019-2024,SP-065986
2023-12-21,0,0.37910718,0.6208928,0.24178565,2019-2024,SP-065986
2023-03-02,1,0.79380697,0.20619301,-0.58761394,2019-2024,SP-066318
2023-05-04,0,0.9521502,0.047849797,-0.90430045,2019-2024,SP-066318
2023-08-10,0,0.97454363,0.02545636,-0.94908726,2019-2024,SP-066318
2023-11-02,0,0.9814234,0.018576622,-0.96284676,2019-2024,SP-066318
2023-03-01,0,0.9112345,0.08876549,-0.822469,2019-2024,SP-066326
2023-05-31,0,0.90695703,0.09304295,-0.81391406,2019-2024,SP-066326
2023-09-06,0,0.5217966,0.4782034,-0.043593198,2019-2024,SP-066326
2023-12-05,0,0.41964203,0.58035797,0.16071594,2019-2024,SP-066326
2023-02-16,1,0.3085041,0.6914959,0.3829918,2019-2024,SP-066376
2023-05-04,1,0.11535728,0.8846427,0.76928544,2019-2024,SP-066376
2023-08-03,0,0.14372712,0.8562729,0.71254575,2019-2024,SP-066376
2023-11-09,1,0.20948762,0.7905124,0.58102477,2019-2024,SP-066376
2023-03-10,1,0.41007197,0.58992803,0.17985606,2019-2024,SP-066401
2023-05-05,1,0.26603454,0.73396546,0.4679309,2019-2024,SP-066401
2023-08-03,1,0.64016736,0.3598326,-0.28033474,2019-2024,SP-066401
2023-11-13,1,0.47984248,0.5201575,0.040315032,2019-2024,SP-066401
2023-11-15,1,0.5523438,0.4476562,-0.10468757,2019-2024,SP-066401
2023-03-07,0,0.77798206,0.22201796,-0.5559641,2019-2024,SP-066431
2023-05-08,0,0.52277887,0.4772211,-0.045557767,2019-2024,SP-066431
2023-08-08,0,0.9416782,0.058321755,-0.88335645,2019-2024,SP-066431
2023-11-08,0,0.8279283,0.17207173,-0.6558566,2019-2024,SP-066431
2023-03-01,0,0.9903692,0.009630778,-0.9807384,2019-2024,SP-105222
2023-05-03,0,0.98265713,0.017342865,-0.96531427,2019-2024,SP-105222
2023-08-10,0,0.7057384,0.2942616,-0.41147682,2019-2024,SP-105222
2023-11-09,0,0.8679497,0.13205026,-0.73589945,2019-2024,SP-105222
2023-05-04,0,0.97688127,0.023118753,-0.95376253,2019-2024,SP-105239
2023-08-02,0,0.9841114,0.01588856,-0.96822286,2019-2024,SP-105239
2023-11-02,0,0.86506236,0.13493767,-0.7301247,2019-2024,SP-105239
2024-02-08,0,0.7461466,0.25385338,-0.49229324,2019-2024,SP-105239
2023-03-23,1,0.59782,0.40218002,-0.19563997,2019-2024,SP-105517
2023-05-03,1,0.8195087,0.18049133,-0.63901734,2019-2024,SP-105517
2023-08-03,1,0.7280779,0.27192208,-0.4561558,2019-2024,SP-105517
2023-11-02,1,0.8826232,0.11737683,-0.7652464,2019-2024,SP-105517
2023-03-09,1,0.024070859,0.97592914,0.9518583,2019-2024,SP-105576
2023-05-10,0,0.03318894,0.96681106,0.9336221,2019-2024,SP-105576
2023-08-14,1,0.121075034,0.87892497,0.75784993,2019-2024,SP-105576
2023-11-08,1,0.21207559,0.7879244,0.5758488,2019-2024,SP-105576
2023-02-24,0,0.75944453,0.24055548,-0.51888907,2019-2024,SP-105632
2023-05-10,0,0.9433399,0.056660138,-0.88667977,2019-2024,SP-105632
2023-08-14,0,0.98913854,0.01086143,-0.9782771,2019-2024,SP-105632
2023-11-09,0,0.8945899,0.105410084,-0.7891798,2019-2024,SP-105632
2023-05-10,0,0.3005439,0.6994561,0.3989122,2019-2024,SP-105728
2023-08-09,0,0.5344957,0.46550432,-0.06899139,2019-2024,SP-105728
2023-11-08,0,0.44089013,0.55910987,0.11821973,2019-2024,SP-105728
2023-03-09,0,0.56086516,0.43913484,-0.12173033,2019-2024,SP-105861
2023-05-04,1,0.3043841,0.6956159,0.39123178,2019-2024,SP-105861
2023-08-10,1,0.3396783,0.6603217,0.32064342,2019-2024,SP-105861
2023-11-09,1,0.25670415,0.74329585,0.4865917,2019-2024,SP-105861
2023-03-09,0,0.6333954,0.36660463,-0.26679075,2019-2024,SP-106003
2023-05-10,0,0.28364295,0.71635705,0.4327141,2019-2024,SP-106003
2023-08-09,0,0.89648676,0.103513226,-0.7929735,2019-2024,SP-106003
2023-11-08,0,0.6041357,0.3958643,-0.20827138,2019-2024,SP-106003
2023-03-09,0,0.927315,0.07268499,-0.85463,2019-2024,SP-106062
2023-05-11,0,0.9977286,0.0022713884,-0.9954572,2019-2024,SP-106062
2023-08-03,0,0.9481382,0.05186183,-0.89627635,2019-2024,SP-106062
2023-11-09,0,0.27299553,0.72700447,0.45400894,2019-2024,SP-106062
2023-02-16,1,0.20189351,0.7981065,0.596213,2019-2024,SP-106112
2023-04-26,1,0.051136196,0.9488638,0.8977276,2019-2024,SP-106112
2023-07-26,1,0.07179421,0.9282058,0.8564116,2019-2024,SP-106112
2023-10-25,1,0.082580924,0.9174191,0.83483815,2019-2024,SP-106112
2023-03-09,0,0.8169084,0.1830916,-0.63381684,2019-2024,SP-106156
2023-05-11,0,0.9044493,0.095550716,-0.80889857,2019-2024,SP-106156
2023-08-10,0,0.8964911,0.103508875,-0.7929822,2019-2024,SP-106156
2023-11-09,0,0.50097406,0.49902597,-0.0019480884,2019-2024,SP-106156
2023-02-15,0,0.86765045,0.13234955,-0.7353009,2019-2024,SP-106464
2023-04-25,0,0.23922122,0.7607788,0.52155757,2019-2024,SP-106464
2023-07-26,0,0.25988436,0.74011564,0.48023129,2019-2024,SP-106464
2023-10-24,0,0.053922057,0.94607794,0.8921559,2019-2024,SP-106464
2023-03-01,0,0.9539649,0.046035122,-0.9079298,2019-2024,SP-106528
2023-05-10,0,0.9828554,0.017144645,-0.96571076,2019-2024,SP-106528
2023-07-31,0,0.9794481,0.02055194,-0.95889616,2019-2024,SP-106528
2023-11-08,0,0.74805707,0.25194293,-0.49611413,2019-2024,SP-106528
2023-02-16,1,0.05851233,0.94148767,0.88297534,2019-2024,SP-106660
2023-04-12,1,0.049230754,0.95076925,0.9015385,2019-2024,SP-106660
2023-07-11,1,0.14969712,0.8503029,0.70060575,2019-2024,SP-106660
2023-10-11,1,0.24159753,0.75840247,0.51680493,2019-2024,SP-106660
2023-03-15,1,0.9853222,0.014677843,-0.97064435,2019-2024,SP-107098
2023-05-15,1,0.90059114,0.09940886,-0.80118227,2019-2024,SP-107098
2023-08-09,1,0.933659,0.066340975,-0.86731803,2019-2024,SP-107098
2023-11-08,1,0.5726303,0.42736968,-0.1452606,2019-2024,SP-107098
2023-03-02,0,0.70035744,0.2996426,-0.40071484,2019-2024,SP-107245
2023-05-10,0,0.41255987,0.58744013,0.17488027,2019-2024,SP-107245
2023-08-08,0,0.8444377,0.15556225,-0.68887544,2019-2024,SP-107245
2023-11-07,0,0.66463006,0.3353699,-0.32926014,2019-2024,SP-107245
2023-03-27,0,0.9241058,0.07589416,-0.84821165,2019-2024,SP-107559
2023-05-11,0,0.3518564,0.6481436,0.29628718,2019-2024,SP-107559
2023-08-10,0,0.14906389,0.8509361,0.7018722,2019-2024,SP-107559
2023-11-09,0,0.37754875,0.62245125,0.24490249,2019-2024,SP-107559
2023-02-23,1,0.24420816,0.75579184,0.5115837,2019-2024,SP-107710
2023-05-10,1,0.5015429,0.49845704,-0.0030858815,2019-2024,SP-107710
2023-08-09,0,0.45802575,0.54197425,0.08394849,2019-2024,SP-107710
2023-11-08,0,0.49362075,0.50637925,0.012758493,2019-2024,SP-107710
2023-02-23,0,0.7347166,0.2652834,-0.4694332,2019-2024,SP-107781
2023-05-08,0,0.79905134,0.20094867,-0.5981027,2019-2024,SP-107781
2023-08-08,1,0.07819617,0.92180383,0.84360766,2019-2024,SP-107781
2023-11-08,1,0.0073848963,0.9926151,0.9852302,2019-2024,SP-107781
2023-02-15,0,0.96369207,0.03630792,-0.92738414,2019-2024,SP-108071
2023-05-10,0,0.6807006,0.3192994,-0.3614012,2019-2024,SP-108071
2023-08-01,0,0.7439363,0.25606367,-0.48787263,2019-2024,SP-108071
2023-11-02,0,0.7012051,0.29879493,-0.40241015,2019-2024,SP-108071
2023-02-22,1,0.25848782,0.7415122,0.48302436,2019-2024,SP-108297
2023-05-03,1,0.21498436,0.78501564,0.5700313,2019-2024,SP-108297
2023-08-02,1,0.07008189,0.9299181,0.8598362,2019-2024,SP-108297
2023-11-01,1,0.03137076,0.96862924,0.9372585,2019-2024,SP-108297
2023-05-25,1,0.9356271,0.06437289,-0.8712542,2019-2024,SP-108326
2023-08-10,1,0.75315964,0.24684036,-0.5063193,2019-2024,SP-108326
2023-11-09,0,0.8163278,0.18367216,-0.6326556,2019-2024,SP-108326
2024-02-08,0,0.7994829,0.2005171,-0.59896576,2019-2024,SP-108326
2023-03-01,1,0.3931095,0.6068905,0.213781,2019-2024,SP-108349
2023-05-09,1,0.39879,0.60121,0.20242,2019-2024,SP-108349
2023-08-08,1,0.7631312,0.23686881,-0.5262624,2019-2024,SP-108349
2023-08-09,1,0.6667047,0.3332953,-0.33340943,2019-2024,SP-108349
2023-11-07,1,0.99360514,0.0063948454,-0.9872103,2019-2024,SP-108349
2023-11-08,1,0.988072,0.011928034,-0.97614396,2019-2024,SP-108349
2023-02-22,1,0.51523095,0.48476905,-0.030461907,2019-2024,SP-108425
2023-05-08,1,0.5298599,0.47014007,-0.05971983,2019-2024,SP-108425
2023-08-09,0,0.27403593,0.72596407,0.45192814,2019-2024,SP-108425
2023-11-07,0,0.885957,0.11404298,-0.771914,2019-2024,SP-108425
2023-03-02,1,0.032680035,0.96731997,0.93463993,2019-2024,SP-108592
2023-08-04,1,0.11698598,0.883014,0.76602805,2019-2024,SP-108592
2023-03-09,1,0.80206156,0.19793847,-0.6041231,2019-2024,SP-108648
2023-05-12,1,0.28997868,0.7100213,0.42004263,2019-2024,SP-108648
2023-08-11,1,0.9206324,0.07936759,-0.84126484,2019-2024,SP-108648
2023-11-09,1,0.97663736,0.023362627,-0.9532747,2019-2024,SP-108648
2023-02-22,1,0.26538897,0.73461103,0.46922207,2019-2024,SP-108744
2023-05-11,1,0.651459,0.34854102,-0.30291796,2019-2024,SP-108744
2023-08-09,0,0.4073292,0.5926708,0.1853416,2019-2024,SP-108744
2023-11-09,0,0.5564126,0.4435874,-0.112825185,2019-2024,SP-108744
2023-02-23,1,0.120973885,0.8790261,0.75805223,2019-2024,SP-108768
2023-05-04,1,0.66840035,0.33159965,-0.3368007,2019-2024,SP-108768
2023-08-03,1,0.2820276,0.7179724,0.4359448,2019-2024,SP-108768
2023-11-02,1,0.06659335,0.93340665,0.8668133,2019-2024,SP-108768
2023-02-15,0,0.53135675,0.46864325,-0.062713504,2019-2024,SP-110732
2023-02-16,0,0.77683824,0.22316174,-0.5536765,2019-2024,SP-110732
2023-04-26,0,0.55950934,0.44049066,-0.119018674,2019-2024,SP-110732
2023-04-27,0,0.69325864,0.30674133,-0.38651732,2019-2024,SP-110732
2023-08-02,0,0.44567394,0.55432606,0.108652115,2019-2024,SP-110732
2023-08-03,0,0.70647657,0.29352343,-0.41295314,2019-2024,SP-110732
2023-10-25,0,0.8706521,0.1293479,-0.74130416,2019-2024,SP-110732
2023-10-26,0,0.9432974,0.05670262,-0.8865948,2019-2024,SP-110732
2023-04-14,0,0.30166233,0.6983377,0.39667535,2019-2024,SP-111003
2023-07-14,0,0.276515,0.723485,0.44697,2019-2024,SP-111003
2023-11-23,0,0.09123862,0.9087614,0.81752276,2019-2024,SP-111003
2024-01-12,0,0.2602409,0.7397591,0.47951818,2019-2024,SP-111003
2023-02-22,1,0.43171108,0.5682889,0.13657784,2019-2024,SP-111486
2023-02-23,1,0.58984524,0.41015476,-0.17969048,2019-2024,SP-111486
2023-05-03,1,0.09068978,0.9093102,0.81862044,2019-2024,SP-111486
2023-08-03,1,0.009138107,0.9908619,0.9817238,2019-2024,SP-111486
2023-11-02,1,0.14966202,0.850338,0.70067596,2019-2024,SP-111486
2023-03-13,1,0.11261928,0.8873807,0.77476144,2019-2024,SP-112158
2023-04-26,1,0.6148339,0.3851661,-0.22966778,2019-2024,SP-112158
2023-07-26,1,0.37718666,0.62281334,0.24562669,2019-2024,SP-112158
2023-10-25,1,0.31324095,0.68675905,0.3735181,2019-2024,SP-112158
2024-01-29,0,0.22154582,0.7784542,0.55690837,2019-2024,SP-112158
2023-03-01,1,0.37934148,0.6206585,0.24131703,2019-2024,SP-112820
2023-06-29,0,0.69328666,0.30671337,-0.38657328,2019-2024,SP-112820
2023-09-07,0,0.6183297,0.3816703,-0.23665941,2019-2024,SP-112820
2023-11-30,1,0.76444185,0.23555818,-0.5288837,2019-2024,SP-112820
2023-03-08,1,0.8492271,0.15077296,-0.69845414,2019-2024,SP-114211
2023-05-03,1,0.9696123,0.030387718,-0.9392246,2019-2024,SP-114211
2023-08-02,1,0.9930097,0.0069903196,-0.9860194,2019-2024,SP-114211
2023-11-02,1,0.9477949,0.052205097,-0.8955898,2019-2024,SP-114211
2023-03-17,1,0.89058185,0.109418154,-0.7811637,2019-2024,SP-115044
2023-05-11,1,0.4303559,0.5696441,0.13928819,2019-2024,SP-115044
2023-08-10,1,0.6331895,0.3668105,-0.266379,2019-2024,SP-115044
2023-11-10,0,0.893551,0.10644903,-0.787102,2019-2024,SP-115044
2023-02-28,1,0.9212272,0.078772806,-0.84245443,2019-2024,SP-117829
2023-05-04,1,0.8822268,0.11777315,-0.76445365,2019-2024,SP-117829
2023-08-03,1,0.7474598,0.25254017,-0.49491966,2019-2024,SP-117829
2023-11-02,1,0.9506922,0.04930785,-0.90138435,2019-2024,SP-117829
2023-02-15,0,0.3200531,0.6799469,0.3598938,2019-2024,SP-121096
