Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0303716156134381,0.0305822688765052,0.090436946219902,0.0511836160788317,0.0239930586559079,0
0.0334389688921003,0.0400958336437024,0.0479070146380506,0.0709110090511263,0.0337823505732012,0
0.0145094865408962,0.043828478160895,0.029257403899016,0.0212320940926158,0.0415991802547295,0
0.0090223481414756,0.017110146527555,0.0215532480846836,0.0145286136347741,-0.0020022309497656,1
0.0094264893616538,0.0129908061687078,0.0050306322772552,0.0158785429092232,0.0054759876771131,0
-0.0022464685465701,0.0158733280020318,0.0061366304159126,0.0153829330388418,0.0059733107897072,1
0.0058647161786371,0.0097819034428672,0.0086710155505515,0.0070026845575168,0.004013759368818,0
0.0021554044882647,0.0105848641625602,0.0055454313501524,-0.0003543838323843,0.0064987861010524,1
0.0015144478894204,0.0086009730020468,0.0065189735909025,0.0002458561124863,0.0031219087932445,1
0.0090752278895675,0.006142913988411,0.0005117177453086,0.0027191635930457,0.0015122974757509,1
0.0048218714734184,0.0041899426653591,-0.0010242208659844,0.0032532462980873,0.0073657694804401,1
0.0071183400397323,0.0077195906509562,-0.0002008293019881,0.0013588770805359,0.0025059763695969,3
0.0007994731824497,0.003597170440492,0.008526239606639,0.0036185276802441,0.0009964343829213,1
0.0041438844794306,0.0052832373600264,-0.0057691280094048,0.0026004871251088,0.0071663919771506,1
0.0015638728898722,0.0026912245409273,0.0007439187420856,0.0048698343768818,0.0025173355336885,1
0.0010654290279205,0.0020088741685549,-0.0003942256854456,0.0048538035066153,0.0036209144080871,1
0.0021631433352593,0.0018687969533122,0.0022010557179992,0.0019186596280878,0.0027189838417297,1
0.0028292442067325,0.003278658221722,-0.000738750461294,0.0011929643408864,0.0032039238716061,2
0.0020971339171041,0.0031300313745,0.0012145023156143,0.0019020670403245,0.0004924031006837,1
0.0014085938944039,0.0014941016629368,-0.0008992568909607,0.0024754395437609,0.0039093313310697,1
-0.0004079778184164,0.0013569493627141,0.0017742550333127,0.0027482769954348,0.0028365331843094,2
0.0015061220071023,0.002606262641385,0.0018447236282587,0.0024220814610556,-0.000495401738562,1
0.0017586150567258,0.0004169302222554,0.0023829371050481,0.0019789851989011,0.0012061467713849,1
-8.473294395419106e-05,-0.0001387959228815,0.0023098009153527,0.0029229033425284,0.0024512202229243,3
0.0017645283432601,0.0022827682809133,0.0004555666298853,0.0017383571953794,0.0012088816636892,1
0.0012812607958622,0.0018125529186339,0.003435697975343,0.0009284139700058,-0.0001440809226457,2
0.0041675619188087,-0.0002099964396709,0.0008224063655629,-0.0015708546533524,0.0041012173223903,2
0.0016072407925665,0.0006851175352188,0.0014258067126152,0.0002306535560376,0.0024724143426327,2
0.0017456287335137,0.0014248833175651,0.0018907856263314,0.0008612128230249,0.0004195765302338,2
0.0024972467382891,0.0018592750781153,0.0007838871045938,3.43878809692888e-05,0.0010211347431775,2
0.0010390833357568,0.0036356182336387,0.0006229120853493,0.0003840632044282,0.0004555377998273,2
0.0003792738095454,0.0010002066035936,0.001816689659456,0.0009707331216027,0.0018363636901406,2
-0.0008980861510165,0.0013379837362265,0.0043066800878051,-0.0010014675710237,0.0022423264601737,3
0.0005651496290546,0.0016852522820274,0.0027142424691098,0.0019902102811861,-0.0010180656813491,1
0.0055050737578297,6.172236751610383e-05,-0.0007899481329655,-0.0004649123384323,0.0016134941923101,3
0.0002014223118496,0.0020077730934222,0.0012530331168397,0.0008891308899303,0.0015665293169514,2
0.0028863613845971,0.0026666638179476,0.0004101100354768,-3.999962566039184e-05,-4.814470450953401e-05,2
0.0004814549257864,0.0026340748499718,0.0006064370283902,0.0003279195986869,0.0018152391728526,2
0.0012599838024332,0.0011274662511045,0.0008300553126356,0.0022956487806178,0.0002791464735566,1
-9.472117341591256e-05,0.0026323353424348,-0.001154924339865,0.0075858173830303,-0.0032345900540052,3
-0.0001647725399936,0.0030238407690832,0.0013818016747609,-0.0003044723738549,0.0014874897732882,3
-0.0004642425572355,0.0009812429553401,0.0019572202084898,0.0001253953419419,0.0028067037705289,3
0.0013273383989555,0.0008655431883643,0.0017550207115643,0.0003282806584442,0.0010332825053496,2
0.0014242281471138,0.0032748962320133,-0.000434310438999,0.0019165592731767,-0.0009953717801876,2
0.0008109710322338,0.0013668287774845,0.0014652751177943,0.0008518277581362,0.0005816436533345,2
0.0010532417455635,0.0003711989252291,0.0015294431962155,0.0031002901325141,-0.00097794064834,1
0.0005948299963107,0.002134944148651,3.874361475568744e-05,0.000896150005675,0.001387438617398,2
0.0023872778902688,0.003953906686167,-0.0013010406704558,-0.0024276843253959,0.0023467563902442,3
0.0018560015031084,0.0015157041145287,0.0005504019659588,-0.0004094934619566,0.0012830841510623,2
0.0003077694101904,0.0016860204830268,6.753258705594067e-05,0.0015084665377722,0.0012210898559206,1
0.0019183581178305,0.0029281368591943,0.0010966835002778,-0.0014509704135894,0.0002759721502196,2
0.0023679155128597,0.0014234850757587,0.0004093406229641,0.0006023309483319,-6.211069939632274e-05,2
0.0006630421705415,0.0008256183877292,0.0019680550947648,0.0002521328092947,0.0009914218327194,2
-8.62771911843696e-05,0.0004907179040797,0.0019618510516381,0.0006342505378037,0.0016808210590615,3
0.0019020354311769,0.0007607804339159,6.936902645260368e-05,0.0020117645787758,-0.0001550181909641,1
0.0008188846502681,0.0021733146675399,0.001145906154137,-0.0004986559631956,0.000897091748712,2
0.0006346700168339,0.0015811396504285,0.0005507855012923,0.0005500279584158,0.0011368769340236,2
0.0014924211125445,0.0021075039886283,0.0011439011540996,0.0010144684844922,-0.0013182456282885,2
-0.0001611280193724,0.0006564953082949,0.0013981632324566,0.0015343104910385,0.0009886116801874,2
9.560828078609697e-05,0.0002624480247745,0.0011166575214145,0.0018502160749882,0.0009696315741931,1
0.0009722408882718,0.0005410463741777,0.0010077729926714,0.0005787379560175,0.0011839125313966,2
0.0004600163701667,0.0009461626011813,0.0014130700282039,0.000483074367709,0.0009475578000592,2
0.0003336705229546,-0.0006229627267211,0.0013395253208076,0.0018717630113682,0.0013257350892762,2
-0.0051178498992319,0.0008318401619885,0.0022493967148019,0.003451994118067,0.0027659648819453,2
0.0016327216692915,0.0009540613102294,-0.0009663228928989,0.0014634113446634,0.0010898155683407,2
0.0008635678280087,0.0011951438166538,0.0010988290733509,0.0004794642808434,0.0005183043413337,2
-0.0003233849123482,0.0030722108692897,0.0012640224899741,-3.683600959895061e-05,4.221282846399444e-05,3
0.0025445069277602,0.0033119305173337,0.0005360616693129,-0.0015174191017011,-0.0008987939603756,2
0.0044054803879884,0.0012264490139339,-0.0025683219764912,0.0010735965261802,-0.0002182697769175,3
0.000796209530975,0.0014513438215374,0.0002081331919882,0.0014772898988923,-5.161799788051535e-05,1
0.0012220053310303,0.0001137902540871,-0.0011432476140563,0.0024674195243144,0.0011541180103253,2
0.0008664866896556,0.0011304258079114,0.0023211474419212,4.21175020642428e-05,-0.0006179528124796,2
0.0011385155913559,0.0004845794976642,0.0012859881771845,0.0001697568890955,0.0005940686173041,2
0.0012010219412957,0.0007713712694803,0.0006342293568113,0.0017214311902713,-0.0006625264503065,1
-0.0001763299961087,0.0002632106381059,0.0037862829948889,-0.0010838946648719,0.0008523058185059,3
0.000823586790645,-0.000698018369407,0.0018839577236422,-0.0006946434882952,0.0023110109518709,3
-0.0004403709506205,0.0017063790611628,-0.0002408365406489,0.001191182431418,0.0014070939037581,4
2.0547699196549195e-05,0.0006721908043388,0.001505856066351,0.0005847061216664,0.0008015799633773,2
0.0002861769969459,0.0001270202820216,0.0017988963922542,0.0009893813384832,0.0003789015952227,2
-0.000145970590725,0.001278184787654,0.000350577696185,0.0015566245433803,0.0005305821190325,2
0.0004888996497346,0.0013754633680674,0.0008124022403288,0.0007748960049767,3.2703568321168496e-05,2
-0.0013607153581679,0.0009613995525484,0.0020217219531338,0.0010479392163397,0.0007990811288996,3
2.8992494965907056e-05,0.0019035666414111,-0.0001664282308055,0.0008540493664244,0.000795210327937,3
-2.2799765710956876e-06,0.0014614844559986,6.941127758615106e-05,0.0005648994907573,0.0013205578388348,3
0.0013995443100113,0.0014661161798969,0.0002940797774348,0.0008440795739318,-0.000607725797211,2
0.0005839641933332,0.0006674818980688,0.0003792599764138,0.0001683446509102,0.0015783068040125,2
0.0010257411288496,0.0002497349489984,-0.0008261401787064,0.0007793211169716,0.0021282232750815,3
0.0010496204130528,4.776207147553224e-05,0.0008690674158018,0.0006216341727355,0.0007300220280169,2
